Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2025-01-27,V (Oct 2025),0.0000,18.1000,0.0000,0.0000,19.125,0,0,0,0
2025-01-28,V (Oct 2025),0.0000,18.2500,0.0000,0.0000,18.7791,-0.3459,0,0,0
2025-01-29,V (Oct 2025),19.0500,19.0500,19.0000,19.0000,19.05,0.2709,3,0,3
2025-01-30,V (Oct 2025),0.0000,19.0500,19.0000,0.0000,19.125,0.075,0,0,3
2025-01-31,V (Oct 2025),0.0000,19.2000,19.4500,0.0000,19.30,0.175,0,0,3
2025-02-03,V (Oct 2025),19.3000,19.9500,19.2500,19.3000,19.375,0.075,3,0,10
2025-02-04,V (Oct 2025),19.3500,19.8000,19.0500,19.0500,19.20,-0.175,11,0,32
2025-02-05,V (Oct 2025),19.2500,19.2500,19.1000,19.1000,19.1033,-0.0967,12,0,39
2025-02-06,V (Oct 2025),19.1000,19.2000,19.1000,19.2000,19.15,0.0467,19,0,73
2025-02-07,V (Oct 2025),19.3000,19.4500,19.1500,19.3500,19.475,0.325,15,0,84
2025-02-10,V (Oct 2025),19.3000,19.3500,19.3000,19.3000,19.325,-0.150,3,0,84
2025-02-11,V (Oct 2025),0.0000,19.4000,19.3500,0.0000,19.45,0.125,0,0,84
2025-02-12,V (Oct 2025),19.6500,19.6500,19.4000,19.4000,19.525,0.075,5,0,85
2025-02-13,V (Oct 2025),19.5000,19.5500,19.4500,19.4500,19.45,-0.075,3,0,86
2025-02-14,V (Oct 2025),19.4500,19.6000,19.4500,19.4500,19.60,0.15,1,0,87
2025-02-18,V (Oct 2025),19.5500,19.6000,19.5000,19.6000,19.60,0.00,4,0,89
2025-02-19,V (Oct 2025),19.7000,19.8000,19.6000,19.6500,19.6566,0.0566,47,0,121
2025-02-20,V (Oct 2025),19.7000,19.8500,19.6500,19.7500,19.6396,-0.0170,12,0,126
2025-02-21,V (Oct 2025),19.8000,20.2500,19.6500,20.1000,20.1257,0.4861,44,0,154
2025-02-24,V (Oct 2025),19.8500,20.2500,19.8500,20.0000,20.0793,-0.0464,47,0,182
2025-02-25,V (Oct 2025),20.2000,20.4000,19.9500,19.9600,19.9983,-0.0810,41,0,195
2025-02-26,V (Oct 2025),19.8000,20.2000,19.8000,19.8500,19.9949,-0.0034,49,0,216
2025-02-27,V (Oct 2025),20.1000,20.3000,19.9000,20.3000,20.2713,0.2764,295,0,401
2025-02-28,V (Oct 2025),20.4500,20.5500,19.9000,20.0000,19.985,-0.2863,295,0,519
2025-03-03,V (Oct 2025),19.9200,21.0000,19.8500,20.5300,20.5841,0.5991,409,0,783
2025-03-04,V (Oct 2025),20.6000,21.1000,20.2000,20.2500,20.425,-0.1591,1154,0,1216
2025-03-05,V (Oct 2025),20.5000,20.6000,20.1500,20.3600,20.3011,-0.1239,104,0,1214
2025-03-06,V (Oct 2025),20.3000,21.0500,20.3000,20.9500,20.9846,0.6835,794,0,1544
2025-03-07,V (Oct 2025),20.9000,21.2500,20.6000,20.6500,20.6652,-0.3194,78,0,1517
2025-03-10,V (Oct 2025),21.0000,21.4500,20.6000,21.3700,21.4038,0.7386,171,0,1541
2025-03-11,V (Oct 2025),21.8500,22.0000,21.1500,21.5000,21.4233,0.0195,617,0,1601
2025-03-12,V (Oct 2025),20.8500,21.3500,20.8500,20.9100,20.9201,-0.5032,228,0,1599
2025-03-13,V (Oct 2025),21.1500,21.5000,21.0500,21.2500,21.361,0.4409,290,0,1702
2025-03-14,V (Oct 2025),21.2000,21.2000,20.4700,20.6500,20.5187,-0.8423,149,0,1679
2025-03-17,V (Oct 2025),20.7000,20.7000,20.3100,20.4200,20.3938,-0.1249,696,0,2005
2025-03-18,V (Oct 2025),20.3000,20.7500,20.2500,20.5600,20.5489,0.1551,598,0,2182
2025-03-19,V (Oct 2025),20.5500,20.7600,20.1000,20.2500,20.2853,-0.2636,830,0,2258
2025-03-20,V (Oct 2025),20.2000,20.3500,20.0000,20.1000,20.1332,-0.1521,813,0,2389
2025-03-21,V (Oct 2025),20.1000,20.4000,20.0100,20.0600,20.075,-0.0582,578,0,2496
2025-03-24,V (Oct 2025),20.0500,20.0500,19.3500,19.3700,19.3506,-0.7244,1015,0,2626
2025-03-25,V (Oct 2025),19.3200,19.6000,19.3000,19.5500,19.575,0.2244,1093,0,2732
2025-03-26,V (Oct 2025),19.5100,20.1000,19.4700,19.9200,19.9445,0.3695,742,0,2926
2025-03-27,V (Oct 2025),19.9600,20.1000,19.8300,19.9500,19.925,-0.0195,752,0,3137
2025-03-28,V (Oct 2025),19.9200,20.7500,19.9200,20.7200,20.625,0.700,2751,0,3830
2025-03-31,V (Oct 2025),21.1100,21.2700,20.5700,20.7200,20.6331,0.0081,1982,0,4055
2025-04-01,V (Oct 2025),20.7400,21.1200,20.5200,20.7300,20.75,0.1169,1760,0,4354
2025-04-02,V (Oct 2025),20.8400,21.2300,20.1000,21.2000,20.525,-0.225,1807,0,4581
2025-04-03,V (Oct 2025),21.3000,22.3000,21.3000,22.2500,22.2704,1.7454,3427,30,4643
2025-04-04,V (Oct 2025),22.1500,24.3000,21.8300,23.3500,23.3147,1.0443,3919,0,5007
2025-04-07,V (Oct 2025),24.8900,27.0000,21.5500,22.8300,22.8936,-0.4211,3879,0,4978
2025-04-08,V (Oct 2025),22.6000,24.6800,22.2000,23.9300,23.4973,0.6037,5121,0,5668
2025-04-09,V (Oct 2025),24.1700,26.1500,21.2000,21.3000,21.3193,-2.1780,7858,0,6245
2025-04-10,V (Oct 2025),21.4000,24.2300,21.2500,22.9500,23.0747,1.7554,5760,0,7163
2025-04-11,V (Oct 2025),22.7500,24.4000,22.5500,23.5000,23.65,0.5753,3512,0,8072
2025-04-14,V (Oct 2025),22.7500,23.4600,22.5000,23.3000,23.0078,-0.6422,2977,0,8531
2025-04-15,V (Oct 2025),23.4000,23.6200,22.7500,23.3000,23.2161,0.2083,3074,0,8729
2025-04-16,V (Oct 2025),23.4500,24.0500,23.0000,23.8600,23.8899,0.6738,4900,0,8593
2025-04-17,V (Oct 2025),23.8000,24.1000,23.4500,23.5900,23.7314,-0.1585,3048,0,8964
2025-04-21,V (Oct 2025),23.5500,24.6200,23.4000,24.5200,24.5721,0.8407,2601,0,9220
2025-04-22,V (Oct 2025),24.5500,24.6500,23.7800,23.8200,23.825,-0.7471,1806,0,9431
2025-04-23,V (Oct 2025),23.4100,23.7000,23.1300,23.3600,23.4612,-0.3638,4535,0,10371
2025-04-24,V (Oct 2025),23.4000,23.7000,22.8700,22.9000,23.00,-0.4612,4103,0,10724
2025-04-25,V (Oct 2025),22.8500,23.2500,22.5000,22.5500,22.5106,-0.4894,2618,0,10663
2025-04-28,V (Oct 2025),22.5500,23.1000,22.4500,22.7200,22.673,0.1624,2490,0,10971
2025-04-29,V (Oct 2025),22.7500,22.9200,22.4500,22.7500,22.7036,0.0306,2538,0,11352
2025-04-30,V (Oct 2025),22.6800,23.3200,22.6000,22.8600,22.95,0.2464,6324,0,11427
2025-05-01,V (Oct 2025),22.9000,22.9000,22.5500,22.8200,22.80,-0.15,3932,0,11861
2025-05-02,V (Oct 2025),22.8500,22.9500,22.2000,22.2200,22.2132,-0.5868,2365,0,11661
2025-05-05,V (Oct 2025),22.3500,22.5000,22.2000,22.4000,22.4233,0.2101,1985,0,11716
2025-05-06,V (Oct 2025),22.4000,22.9000,22.3500,22.8700,22.725,0.3017,2831,0,11540
